provider,card_number,is_stolen
mastercard,5326148791046926,0
amex,349574876562566,0
visa16,4554625910461546,0
mastercard,5325017173322422,0
visa16,4369132424418059,0
visa16,4717997161847820,1
mastercard,5172188997150143,0
visa16,4622358446867626,0
visa16,4561799117373928,0
visa16,4298166885040214,1
mastercard,5230991738416040,0
visa16,4554192047220998,0
visa13,4330107840073,1
amex,378565114154095,0
visa13,4817783649885,0
visa16,4712546563519605,0
mastercard,5330511423530472,0
mastercard,5343674613208930,0
visa16,4573983020782393,1
mastercard,5169178754981363,0
visa16,4671728675135327,0
amex,344952856856213,0
amex,376223647351331,1
mastercard,5333949701703279,0
visa16,4636521943345727,0
mastercard,5147526123081520,0
mastercard,5236940063606984,0
amex,340145949928222,0
visa16,4459919884650135,0
amex,348723026848588,0
visa16,4134506429032797,1
visa13,4442567303326,0
visa13,4992128586074,0
mastercard,5195645743844975,0
amex,341599509158357,0
visa13,4252820366964,1
mastercard,5285543869436869,0
amex,376971918850072,0
visa16,4414306679002231,0
visa16,4978198680118702,0
visa16,4843493520374836,0
visa13,4527564195251,1
visa16,4749604485049412,0
mastercard,5314709217396171,1
visa16,4450467551398215,0
visa16,4482092459416067,0
visa16,4755039698387294,0
mastercard,5376025933328405,0
visa16,4283250267513126,0
visa16,4335469864631069,1
amex,371299778539998,0
mastercard,5206630310758748,0
amex,345447866877472,0
visa16,4631837842010286,1
mastercard,5247595520531840,0
mastercard,5124075286604709,0
mastercard,5336188934765626,0
visa16,4649314084565922,0
visa13,4232845451173,0
visa16,4116080767976421,0
amex,347033990832696,0
visa16,4015628403543492,1
visa13,4880405587396,1
visa16,4822198802756379,0
visa16,4811446749949158,0
amex,348856336864679,0
visa13,4522935092832,0
amex,348656105517569,0
visa16,4510163765405841,0
amex,348589468793222,0
mastercard,5333032096984968,0
amex,348232668944358,1
visa13,4364268935521,0
visa13,4051631108890,0
visa13,4654777785064,0
mastercard,5163144410503658,0
amex,374778648815685,1
visa16,4277597884809370,0
visa13,4935963610533,0
mastercard,5267535106101456,1
visa16,4801157000128562,0
visa16,4122848210292220,0
amex,344024916779916,0
visa16,4453005278394310,1
visa16,4178526217601360,0
visa13,4646789798259,0
visa16,4961075368587631,0
visa16,4577127273931663,1
visa16,4516579225684853,0
mastercard,5285293708015785,0
amex,370152946379451,0
visa16,4248746963707569,0
amex,346434011201492,1
mastercard,5108047008055007,0
visa16,4957479635944110,0
amex,340418993094096,0
mastercard,5180167594980318,0
mastercard,5194159270613911,0
mastercard,5140223521716470,0
amex,372559618893726,1
mastercard,5256149105352376,0
amex,349724952723034,0
visa16,4729706721622474,0
visa13,4584147178288,1
visa16,4235407668875210,0
mastercard,5259073603018486,0
visa16,4601403993958454,0
visa16,4207220796719778,0
mastercard,5348450533694524,0
visa13,4702598247333,1
visa16,4903594197431192,0
visa13,4181315340301,0
mastercard,5257054537473742,0
mastercard,5235469475000488,0
amex,374135046559854,0
mastercard,5264152129952627,0
visa16,4642966091237683,1
amex,344220809819872,1
amex,378872814038838,0
amex,376586869200562,0
mastercard,5241833809679725,0
amex,375396586171182,0
amex,349056487526586,0
mastercard,5294170265971221,0
visa16,4871159661202178,0
mastercard,5128539983786289,1
mastercard,5336893829578030,0
amex,348221401718872,0
visa16,4460165663372635,0
visa16,4836787063681732,0
amex,370051048663749,1
mastercard,5295932978951561,0
amex,373177465918956,1
visa16,4362636838950025,0
mastercard,5397500828638576,0
mastercard,5120600262610562,0
visa16,4399050116471174,0
amex,345313137273174,0
mastercard,5114441201209002,1
mastercard,5208451450480011,0
visa16,4432831532772611,0
visa16,4509539586196243,0
mastercard,5277864676331352,0
visa16,4829879724344211,0
visa16,4717313748743377,0
mastercard,5297554466807101,0
amex,377072896785627,1
amex,376048985116990,0
visa13,4773260472467,0
mastercard,5278690513819427,1
mastercard,5205559869038064,0
visa16,4340246263530032,0
visa16,4657469196407014,1
amex,378130927262690,0
visa16,4983812238124557,0
amex,371135831367573,0
visa16,4130181546162051,0
mastercard,5157027706684050,0
visa16,4340478817409641,0
visa16,4758680200077324,1
visa16,4843064437148223,0
mastercard,5218046952654887,0
mastercard,5297961403754587,0
visa16,4707174089471800,0
mastercard,5284188996902689,0
visa16,4313486219413999,0
mastercard,5116183148186434,1
visa13,4620614503549,0
mastercard,5397165623467405,0
amex,340666467761646,0
visa16,4346616499051520,0
visa16,4602996193976977,1
visa13,4046551800914,1
mastercard,5198120431211736,0
mastercard,5203938975848537,0
visa13,4435023636271,0
visa16,4189907693265234,0
amex,346085512946751,0
amex,372834888309871,1
amex,371191502937160,0
amex,345797316063275,0
visa16,4167818464491329,0
visa16,4569806903217870,0
amex,342750611941417,0
mastercard,5289604554056556,0
visa16,4831752782552106,0
mastercard,5351483630818328,1
amex,346281402495625,0
amex,345008269457948,0
visa16,4795675248027179,1
visa16,4064881638750024,0
visa16,4443415665739550,0
visa16,4943593270570761,0
mastercard,5302122216293668,0
mastercard,5277067246803237,0
visa16,4684243045144095,1
visa16,4219120927518204,0
visa16,4132254727368587,0
amex,377061832134321,0
mastercard,5163043513779381,0
visa16,4408493497488285,0
mastercard,5306667923382408,1
amex,347200362062711,0
visa13,4944557489148,0
visa16,4821069083789481,0
mastercard,5352078709731532,0
amex,345960526009385,1
visa16,4587626185082521,0
visa16,4746549581714133,0
amex,374326635237339,0
visa16,4574177558518191,0
visa16,4240267803734844,1
visa13,4162309555997,0
mastercard,5221557157598229,0
visa16,4150959628877281,1
mastercard,5109022240088354,0
visa13,4699298315420,0
visa16,4522044476670111,0
visa16,4511971168842900,0
visa16,4095126390915735,0
mastercard,5383313240942782,1
mastercard,5315406957190653,0
mastercard,5294024106291994,1
visa16,4157333322450360,0
mastercard,5102949611892070,0
visa13,4633986596249,0
mastercard,5263004315226327,0
mastercard,5148622810458235,0
amex,376491497246287,0
visa16,4233892524656015,1
visa13,4597085438779,0
visa16,4674607257133586,0
visa13,4801763552921,1
mastercard,5333671921707225,0
mastercard,5238309634339822,0
amex,349372000551393,0
amex,372523224200882,0
visa16,4682654307796996,0
mastercard,5257708403948570,1
visa16,4972263737567172,0
mastercard,5269409810064145,0
visa16,4199794904367084,0
visa13,4150317150240,1
amex,342817471893648,0
amex,378494460223844,0
mastercard,5310771779859537,0
visa16,4449400233086886,0
amex,340779800203497,0
amex,375695855679720,0
amex,340749815590055,0
visa16,4658317772442955,1
visa16,4857726028722730,0
visa16,4561206113542472,0
amex,348705948405662,1
mastercard,5297781310280140,0
visa16,4264074136519434,0
visa16,4567705762970110,0
amex,371401837633644,0
visa16,4098152822673855,1
amex,340766296597201,0
visa16,4939355421140530,0
visa16,4798453560579673,0
visa16,4199095710618326,0
visa16,4447988587245712,0
visa13,4206414983287,0
amex,374751924661487,0
visa13,4087011434779,1
mastercard,5158145699084077,0
visa16,4813891965108294,0
visa16,4320636012411720,0
visa16,4171949427216273,0
mastercard,5389780285692320,1
visa16,4397222400187830,0
visa16,4439342815616239,1
visa16,4902138945294113,0
amex,348685148783409,0
amex,341262036472276,0
visa16,4065775880705331,0
mastercard,5212191818778623,0
visa13,4094399186351,1
visa16,4877619777139527,0
amex,345812510304084,0
mastercard,5140362832129716,0
visa16,4868512184780929,1
amex,344416096758084,0
mastercard,5316087346534998,0
mastercard,5138546161165705,0
mastercard,5251591975305908,1
visa16,4132525592995202,0
mastercard,5370927138600924,0
visa16,4773878534474974,0
visa16,4164940922835401,0
amex,342948325784194,0
mastercard,5292340839879745,0
amex,370402751596958,0
amex,379460436018716,0
mastercard,5197747423392016,1
mastercard,5325785954752799,0
visa16,4488947763944217,0
mastercard,5221956208796750,1
amex,379154342868286,0
mastercard,5123805576377629,0
visa16,4016691623174786,0
amex,379310866683960,0
amex,370346747575255,0
mastercard,5146081896236480,1
amex,376459596181358,0
visa16,4560922033560896,1
amex,347500116574550,0
amex,376945646060261,0
mastercard,5314171633932347,0
visa16,4960097031444892,0
visa13,4670982814879,0
mastercard,5137419768945765,0
visa16,4434439860415957,0
visa16,4363760892401383,1
amex,375158915291341,0
mastercard,5244551478159251,0
mastercard,5237526982928580,1
mastercard,5123818407843230,0
amex,377225576662520,0
amex,342946500193421,0
amex,374937361562219,0
amex,370785782634792,1
mastercard,5304359170779609,0
visa16,4248168425780375,0
amex,344071832422832,0
visa13,4703274454219,1
visa13,4584200284031,0
amex,375409346875065,0
visa16,4673954263274645,0
visa16,4135644309146616,0
amex,343936881799549,0
visa16,4094177741420298,0
amex,370721520914238,0
visa13,4635660276857,0
amex,345738426606538,1
amex,374256655171748,0
mastercard,5340401215471119,1
mastercard,5224718221982792,0
mastercard,5260647194106300,0
amex,348900047504701,0
visa16,4334687061691351,0
visa13,4437201763588,0
visa16,4423615293504920,0
visa16,4499740142702027,0
amex,343308736299242,1
amex,371771363346997,0
visa16,4921133471373719,1
visa16,4170914508802749,0
visa16,4923470513321258,0
amex,346856353558636,0
amex,342212456171865,0
visa13,4279559657602,0
mastercard,5297634545115674,0
mastercard,5225654184338863,1
mastercard,5274174347427529,0
amex,349274907366471,0
amex,375354637475524,0
visa16,4258961511232815,1
visa16,4630349811157123,0
amex,349812042328045,0
visa16,4835395389354793,0
visa16,4917281239980600,0
visa13,4989579840091,0
mastercard,5194577770852921,0
visa16,4173622489428049,1
visa16,4764452493103106,0
mastercard,5253588402431966,0
amex,347024635296785,1
mastercard,5136675046910852,0
visa16,4390172054490765,0
visa16,4897127642064439,0
visa16,4474894226825235,1
visa16,4503085661973508,0
mastercard,5172698103710945,0
mastercard,5141476125829318,0
mastercard,5366207868833185,0
visa16,4359612117700238,0
visa13,4105776764360,1
mastercard,5192171576699306,0
mastercard,5250792280552413,0
mastercard,5342120894661786,1
mastercard,5149373549149971,0
visa16,4247631117508082,0
mastercard,5328310452526731,0
mastercard,5334336073692752,0
visa16,4731700472305187,0
visa16,4887014849317251,0
amex,342760359516230,0
visa16,4563966943931876,1
amex,375848167651453,0
amex,346976648792863,0
visa16,4416056479918502,1
mastercard,5214832022428400,0
visa13,4654866648959,0
mastercard,5189002101576419,0
visa13,4668473335677,0
visa16,4621357453373685,0
mastercard,5209459657979221,0
visa16,4189889008330632,1
mastercard,5375227721242399,0
amex,346690472617795,0
visa16,4282062316276592,0
mastercard,5108612756786762,0
amex,344058493050887,0
amex,373203187229009,1
amex,344669247617134,0
mastercard,5252647462058993,0
mastercard,5260180973825098,0
mastercard,5262937727493392,0
amex,345223095869667,1
mastercard,5278942494023168,0
visa13,4915389824009,0
visa16,4054567710073821,1
amex,343616705500147,0
mastercard,5333313484384726,0
mastercard,5217606512518939,0
amex,340063185104079,0
mastercard,5290011599556904,0
mastercard,5239712568243184,0
mastercard,5185414226169489,1
mastercard,5334658117760166,0
amex,378386323261914,0
visa16,4014078916977020,0
visa16,4239131152845069,1
visa16,4749564855740570,0
visa16,4484713114813152,0
visa16,4925042180965168,0
amex,345335431912124,0
visa16,4808809560309239,1
visa16,4359077702394948,0
mastercard,5250337508317288,0
mastercard,5185348488083006,1
visa16,4108783386739845,0
visa13,4196975601669,0
visa13,4542836698578,0
amex,371716194565745,0
mastercard,5200530544517025,0
mastercard,5185751547714034,0
amex,341308291432099,1
visa16,4269424226059384,0
visa16,4334206467989101,0
visa16,4527850020171801,0
visa13,4645258547619,1
amex,370678809804797,0
amex,345161668620077,0
visa16,4482508869131764,0
visa16,4083272133646205,0
mastercard,5194823155626724,0
mastercard,5372222296624421,1
amex,340653871606807,0
visa16,4639137734721476,0
mastercard,5266485157274417,0
amex,346050227442363,1
visa13,4266619177127,0
amex,345102413984103,0
visa16,4357423798251331,1
mastercard,5200118380693017,0
mastercard,5367100639178833,0
mastercard,5169683250607750,0
amex,348465508187719,0
visa13,4593008323768,0
visa16,4908322085527169,1
mastercard,5158496890396442,0
mastercard,5254046675121516,0
visa16,4741154058271744,0
mastercard,5250996879585581,0
amex,371334079829382,0
mastercard,5160347380009449,0
mastercard,5321186921587455,0
amex,378015915641585,1
mastercard,5213937633169888,1
amex,347594086864687,0
mastercard,5269768759174128,0
visa13,4739724877401,0
amex,344024988436395,0
mastercard,5173551785845084,0
visa16,4282883900215096,1
amex,376381593893373,0
visa13,4513491923593,0
visa13,4117494912122,0
mastercard,5164868136930162,0
amex,378797384334640,0
visa16,4159358410105905,1
amex,342886991289397,0
visa16,4679473354226194,0
amex,376469416272261,0
mastercard,5266196287711992,1
visa16,4545454200324567,0
amex,340777127077354,0
visa16,4263821388588330,0
mastercard,5382167057030359,0
visa16,4190654707563595,1
amex,343179811350840,0
amex,344168110861366,0
amex,344013235208426,0
mastercard,5185766101836007,1
amex,373287503482921,0
amex,345040831334701,0
amex,377883572369407,0
visa16,4667440122020054,0
visa16,4709471283311859,0
amex,345836883576713,0
mastercard,5206197744891107,0
visa16,4648119432164372,1
mastercard,5309018830191440,0
visa16,4336739447362419,1
visa16,4525603526335459,0
visa16,4375643087651143,0
visa16,4156382143439079,0
visa16,4168472403613913,0
visa13,4495455333490,0
visa16,4706928373716068,0
visa16,4530650131527825,1
amex,343281089946687,0
mastercard,5209731616767578,0
visa13,4693746192424,1
mastercard,5338263053869455,0
mastercard,5127039511843976,0
amex,346440878694596,0
visa13,4394104888428,0
visa16,4588597439394450,1
visa16,4148445001175803,0
mastercard,5350879410282455,0
visa16,4064605394812631,0
visa16,4955677693290803,0
visa16,4520040733748312,0
amex,348731170796263,0
mastercard,5247232185124717,0
mastercard,5210258165054148,0
mastercard,5242002665451129,1
visa16,4553910430157746,0
visa13,4543016081890,1
mastercard,5248218369904296,0
visa16,4187335038758493,0
amex,370737015186611,0
visa16,4647102813041576,0
visa16,4251822164169505,0
visa16,4777912443166953,0
mastercard,5149528844769894,1
visa16,4314249821123896,0
amex,347024941816318,0
amex,345131276410807,0
mastercard,5171313594338963,0
visa16,4404943742618130,1
visa13,4074464111831,0
amex,371347050189535,0
visa16,4491428180289135,0
amex,344458012497017,0
visa16,4344484839369553,0
visa13,4502093986009,1
visa16,4817000172269776,0
mastercard,5145179637948610,0
amex,370955846254081,0
mastercard,5365024694792068,0
mastercard,5242362138841805,1
visa16,4603428725579698,0
mastercard,5365785895830671,1
mastercard,5152483335245679,0
mastercard,5312513738805864,0
mastercard,5157061732267481,0
mastercard,5147949599919389,0
mastercard,5356147523547428,0
visa16,4922925234042344,1
mastercard,5173222458052230,0
mastercard,5378281434513502,0
mastercard,5196788576740446,0
visa16,4397179810601315,1
amex,372801152048717,0
mastercard,5398204206308550,0
visa16,4494224401080321,0
amex,347719997849580,0
visa16,4490731904324943,1
mastercard,5222184936451270,0
visa16,4675471214511106,0
amex,373563021172321,0
mastercard,5348702386843701,0
mastercard,5383852466264389,0
visa16,4844107033730602,1
visa16,4043556573969542,0
visa16,4445806343276395,0
mastercard,5205666284107042,0
amex,348709661779477,0
mastercard,5130339266566326,0
visa16,4445639801726837,1
amex,349964706286108,0
amex,374394805775835,0
visa16,4166288705448655,0
visa16,4583906954027616,0
mastercard,5390094359297124,0
mastercard,5253442516345672,1
visa16,4996506345704823,0
mastercard,5243943783195248,0
amex,373419961602654,0
amex,378477569927225,0
mastercard,5225909531802106,1
visa16,4177139093220619,0
amex,348068124714070,0
amex,344000751351698,0
amex,349420776901985,0
visa16,4690875683140539,1
mastercard,5382782628792608,0
amex,374459949533570,1
mastercard,5341656074294402,0
mastercard,5125635471335085,0
visa16,4649644393572866,0
amex,349692948092576,1
amex,377568479207822,0
visa16,4801818592582942,0
visa16,4389131728951282,0
amex,374898101714694,0
mastercard,5271328239808294,0
visa16,4384181171843499,1
visa16,4999636542553496,0
mastercard,5232736128058185,0
amex,347595021155628,0
visa16,4493835138468215,0
amex,347517504305819,0
visa16,4322948705531062,0
mastercard,5225843369148110,1
mastercard,5298517094532473,0
visa16,4865864087150913,0
mastercard,5151112485989825,1
visa16,4603858891206751,0
mastercard,5382030298177753,0
amex,374332703264239,0
visa13,4872397761220,0
visa16,4660291763959309,0
visa16,4590139990855904,0
visa16,4821962072083488,1
visa16,4666572357616866,0
visa16,4062212904179072,0
visa16,4264095028889809,0
visa16,4202854464253275,0
mastercard,5255016630197280,0
visa13,4405294112880,1
mastercard,5281469364740692,1
visa13,4582460383022,0
amex,340077624186943,0
visa16,4007437024074436,0
visa16,4458789608948920,0
mastercard,5279627708884070,0
visa16,4000083191908605,0
amex,379541181416930,0
visa13,4245017629814,0
visa16,4829570115854898,1
visa16,4380228115658212,0
amex,375048412852747,0
visa16,4247591110658161,1
visa16,4942099412407947,0
amex,373312478863382,0
amex,377094682132202,0
visa13,4808511953764,1
visa13,4757577304802,0
visa13,4697334712253,0
mastercard,5251413306982000,0
visa16,4959556021247030,0
amex,370490848648130,1
visa16,4632903510061487,0
visa16,4725836552506431,0
mastercard,5378219445230385,0
visa16,4528037460278424,0
mastercard,5231477878463785,0
mastercard,5326425112930818,0
mastercard,5269110384283562,1
mastercard,5360161706350207,0
visa16,4009452878310263,0
mastercard,5222023675735891,0
visa16,4900767253326612,0
amex,341274212372170,0
visa16,4612609737021246,1
mastercard,5266323929213969,0
visa13,4947354431635,0
mastercard,5280024124047242,0
visa13,4661232719026,1
mastercard,5277452599892823,0
visa13,4802717823285,1
visa16,4999648378698949,0
visa13,4134003547729,0
visa16,4097989270171564,0
mastercard,5270581501642186,0
visa16,4499914971101615,1
visa16,4181268521609889,0
visa16,4008825270516598,0
visa16,4825241165982567,0
visa16,4712266431124732,0
visa13,4941748690592,0
amex,371671002204104,0
amex,346765784070816,0
mastercard,5326730258497435,0
visa16,4700351482269117,1
visa16,4505318820885026,1
mastercard,5302488838054824,0
visa16,4200029684042368,0
mastercard,5216165214748063,0
mastercard,5150608250385264,0
visa16,4260596595860762,0
visa16,4415331055547467,1
visa16,4689028734914956,0
mastercard,5298281740387176,0
visa16,4531986420763567,0
visa13,4176321024931,0
mastercard,5352863446664280,0
mastercard,5204918055159830,0
visa16,4818201435665649,0
visa16,4459740685443045,1
visa16,4097601857524251,0
visa16,4112002983433114,0
visa16,4048354235833305,0
visa16,4606535917902764,0
visa16,4364694294944881,1
mastercard,5270322583047279,0
amex,378070213259788,1
mastercard,5276353073153008,0
mastercard,5207912407529771,0
mastercard,5384673460322463,0
visa16,4358992517857049,0
mastercard,5127510903718083,0
amex,346880171614421,0
mastercard,5164631297917315,1
visa13,4217176993877,0
visa16,4937875114886034,0
mastercard,5149996195983200,0
visa16,4173645288239184,0
visa16,4444841195736304,1
visa16,4476546693278532,0
mastercard,5178534064856043,0
visa16,4657080138458344,0
mastercard,5392840328457712,0
mastercard,5251249796334082,1
mastercard,5262495254981016,0
mastercard,5152341284045666,0
mastercard,5103283772902190,1
amex,347647304573223,0
mastercard,5313230793573472,0
mastercard,5136829940593831,0
mastercard,5235324849258587,0
mastercard,5396905064745574,0
mastercard,5263641923275087,1
visa16,4527531484866884,0
amex,377649938563409,0
visa16,4321212815193771,1
visa16,4021112910268507,0
visa16,4150421305182667,0
mastercard,5306634197003185,0
amex,378300019944071,0
mastercard,5261644102096813,0
visa16,4846846066842275,1
visa13,4330881408998,0
mastercard,5159415045843305,0
mastercard,5242752835851612,0
visa16,4717743255202427,1
visa16,4107187591445563,0
visa16,4883728632091617,0
mastercard,5260822932840342,0
visa16,4458813499297005,0
visa16,4991418113461245,1
amex,374255463604163,0
visa16,4076296843202743,0
amex,377214942529019,0
visa13,4093899737630,0
mastercard,5362918733345122,0
mastercard,5155759983917496,1
amex,340766016135498,0
amex,342599388265777,0
mastercard,5177411335522509,0
mastercard,5225817013139733,0
amex,348701563741887,0
visa16,4336518204916553,0
visa16,4362244938681440,0
mastercard,5234233258748403,1
amex,372488138972887,0
visa13,4559097345939,1
visa16,4882971598696745,0
mastercard,5224231283503498,0
mastercard,5318686121022836,0
amex,346470840135709,0
visa16,4218996004904552,0
mastercard,5132578812068257,1
visa16,4151892301732920,0
visa16,4193627895349834,0
amex,370462393197888,0
visa13,4439548944673,1
mastercard,5193699059511050,0
visa16,4196664913386198,0
mastercard,5288183731962409,0
amex,341326906399354,0
mastercard,5182316649023305,0
visa16,4554566476108974,0
amex,371912239887711,1
visa16,4306443354430733,0
visa16,4513228655267671,0
amex,346920710229941,0
mastercard,5160519559261197,0
mastercard,5159446208664477,1
visa16,4300620791796638,0
amex,377291410004329,0
mastercard,5351131228488687,0
mastercard,5157715949750031,0
amex,371704354236265,1
amex,347307084365965,0
amex,343635002861044,0
mastercard,5116919279662044,0
visa16,4939565492253513,1
visa16,4918159033772440,0
mastercard,5108057920910494,0
visa16,4329906791192796,0
amex,342091254892447,0
mastercard,5346699631893410,1
amex,379621631057490,0
mastercard,5300192145182979,0
visa16,4624584928247452,0
visa16,4223239462501005,0
mastercard,5192701025289042,0
visa16,4159985490664284,0
visa16,4416400486175583,1
mastercard,5173851458989544,0
visa13,4760760287453,0
mastercard,5355755660065342,0
mastercard,5327694113372002,1
visa16,4706391804198432,0
amex,343793155815489,0
mastercard,5186296905456454,0
amex,348592840827288,0
mastercard,5119060013200689,0
visa16,4280620914610181,1
visa13,4258476527973,0
visa16,4883351909739857,0
mastercard,5230990746522286,0
mastercard,5135223786867346,0
visa13,4661409744633,1
visa16,4194344216843888,1
visa16,4962363550146799,0
visa16,4883676882081483,0
amex,345067700382313,0
mastercard,5363078081186757,0
visa16,4901627458648922,0
mastercard,5336611031117755,1
mastercard,5266906971756149,0
mastercard,5317473248938835,0
mastercard,5112516879410032,0
visa16,4026163967992734,1
visa16,4042549161722796,0
visa16,4773207044181863,0
visa16,4714349220663108,0
visa13,4842952604701,0
mastercard,5371936962127747,0
mastercard,5194056985017729,0
visa16,4564043156251373,0
mastercard,5347954722890844,1
visa13,4276087460806,0
visa16,4641685120450502,0
amex,372924846269224,0
mastercard,5166855895214977,0
amex,344002717810189,0
visa16,4339295923417893,1
mastercard,5116875735025251,0
mastercard,5104668900946235,0
visa16,4406340771381896,1
amex,344525941923782,0
amex,375921421925755,0
mastercard,5178565662308045,0
amex,347595060211746,0
mastercard,5109707772464128,0
amex,346566454183933,1
mastercard,5381412285921248,0
visa16,4589301349352628,1
visa16,4191650434087980,0
mastercard,5376826130905337,0
visa16,4452867506874368,0
visa16,4711601342875744,0
visa16,4416699707262951,1
visa13,4601596949926,0
mastercard,5199855299670403,0
visa16,4799592343654433,0
visa16,4151356801916805,0
visa16,4558495342665668,0
visa16,4007485575876949,0
amex,376752204482527,1
visa13,4931629364110,0
visa16,4237203491740681,0
amex,341805325137867,0
visa16,4290962263113021,0
mastercard,5275650280123174,0
visa16,4718569329060312,0
visa16,4727346317920925,1
visa16,4214493769288656,0
visa13,4506994110452,0
visa13,4919137050123,0
mastercard,5283304634480555,1
visa13,4819404828419,0
amex,345898376873791,0
visa13,4270675818657,0
mastercard,5313964819660141,0
visa16,4142124737654896,0
amex,378443053576456,1
visa16,4092980613032501,0
mastercard,5172146530412842,0
mastercard,5202373843812872,0
amex,375944829475322,0
amex,377315233294963,1
visa16,4062642484684937,0
visa13,4467219203616,1
mastercard,5207349938121309,0
mastercard,5138078075202663,0
mastercard,5150205956304945,0
amex,376043860832811,0
visa16,4089291953549780,0
visa13,4518812309158,0
amex,375973069572803,1
mastercard,5202426074373277,0
mastercard,5222766491698079,0
visa16,4345864313174828,0
mastercard,5136132272557486,0
amex,340356527386325,0
visa16,4806874696572235,1
visa13,4588946695855,0
visa13,4794635040409,0
mastercard,5352882324530744,1
mastercard,5246422073537358,0
amex,343704961190819,0
amex,345570742406552,0
visa13,4767606895860,1
visa16,4637034186727014,0
mastercard,5178612538971901,0
mastercard,5129979469705222,0
visa16,4157492713204305,0
amex,346491672670415,0
amex,376382458297171,0
mastercard,5343210138967997,0
visa16,4165759296730132,1
amex,349432021950493,0
visa16,4391688707745536,0
mastercard,5165812669867952,0
mastercard,5390927839919363,0
mastercard,5134828635024369,1
visa16,4430995452501276,0
visa16,4411125741120638,0
visa16,4402641707982580,0
amex,374092966907599,1
mastercard,5233112140338691,0
mastercard,5390350894582721,0
mastercard,5390740516090667,0
mastercard,5369939267892449,1
amex,379319333559109,0
visa13,4766660738800,0
mastercard,5309831494809796,1
visa16,4451194453117282,0
visa16,4757917199880297,0
visa16,4648463781108717,0
amex,377359348108098,0
visa13,4349519650326,1
visa13,4149284712180,0
amex,373391863655066,0
amex,341441435975242,0
mastercard,5319692174234871,0
amex,378264167959440,0
mastercard,5104178496212117,0
amex,370146458544627,0
mastercard,5385719208207588,0
visa16,4028550761705296,1
visa16,4500864179704024,0
visa16,4590715799783528,1
mastercard,5176515027274251,0
visa16,4833114771639162,0
visa16,4574556219540886,0
visa16,4576546247185059,0
visa16,4590275559862863,0
visa13,4651421493392,1
amex,349831861196770,0
amex,343563958690730,0
amex,372686763890676,0
visa16,4220876048673544,0
visa16,4265412605327245,1
mastercard,5363871836323752,0
visa16,4047367902862978,0
mastercard,5173236427647664,1
amex,379028011625054,0
visa16,4387827872623880,0
mastercard,5258332645724738,0
visa13,4905110547193,0
mastercard,5359037377292519,1
amex,373805525463130,0
mastercard,5329049012239661,0
visa16,4421290878447184,0
mastercard,5396506590458672,0
visa16,4299166034097239,0
mastercard,5156134896232020,0
amex,342941251248953,1
visa16,4634068344948719,0
visa16,4747258824275774,0
amex,371992339187790,0
mastercard,5365330696018224,0
visa16,4590315124522293,0
visa16,4565865518744912,1
mastercard,5324570014093918,0
mastercard,5379624194955596,0
amex,342954520085841,0
amex,371423448232160,0
amex,347272367715858,1
mastercard,5167343253711230,0
visa13,4726592460824,0
visa16,4801395924939736,0
amex,349014901773144,0
visa16,4302391220537203,0
visa13,4924711771508,1
visa16,4763579627667076,0
mastercard,5103811891146354,1
visa16,4633367821547452,0
visa16,4750676465347780,0
visa16,4787846283453030,0
visa13,4112577372401,1
mastercard,5274321694746460,0
visa13,4893619726585,0
amex,343312119130511,0
amex,370577026015072,0
amex,341752059926299,0
amex,343229841978316,1
visa16,4256840544660774,0
visa13,4572353482759,0
mastercard,5115931168766118,0
visa16,4388081866269768,0
mastercard,5220807182020348,0
mastercard,5252402162855839,0
mastercard,5388358840770377,0
visa16,4115498175593193,1
visa16,4031912758269949,1
amex,348694757333357,0
mastercard,5140304027935796,0
visa16,4287983445657359,0
visa16,4749078744999529,0
mastercard,5238439506811952,0
amex,344059891656358,0
mastercard,5385460031554538,0
visa16,4762712857884308,1
amex,378874093556910,0
visa16,4039776965852785,0
amex,377147511083358,0
visa16,4380649576134486,0
visa16,4868389037864774,1
mastercard,5123328813152465,0
amex,373656795370038,1
amex,347728686520493,0
mastercard,5134856495078746,0
visa13,4740374609615,0
visa16,4340296945337215,0
visa16,4609803990661872,0
mastercard,5118734615520196,0
amex,345761618774138,0
mastercard,5121242776154818,1
mastercard,5194516990763997,0
visa16,4541525341081051,0
visa16,4128034533282768,0
mastercard,5187539934520041,0
visa13,4873017471190,1
amex,349661653748607,0
mastercard,5356703771161773,1
visa13,4308186483809,0
visa16,4956496313201267,0
visa16,4032455691433460,0
amex,345996031184818,0
amex,377937841561721,1
visa16,4453694153043561,0
visa16,4660417412536574,0
mastercard,5364064822050717,0
amex,373966590388402,0
mastercard,5284933263726869,0
visa13,4603500934440,0
visa16,4007908530826006,0
visa16,4315125295807199,0
mastercard,5315781783246824,1
visa16,4496329514933742,0
mastercard,5103094257836518,0
visa16,4034560949336924,0
visa16,4051462558989481,1
amex,372785365716964,0
visa16,4459521840977246,0
visa16,4342117487556897,0
amex,343502110050946,0
visa16,4027790867548098,1
visa13,4830062212671,0
amex,379197089665324,1
visa16,4559588385536728,0
mastercard,5274809592006532,0
visa16,4628931882739691,0
visa13,4594227448352,0
visa16,4459472692315566,0
visa16,4065419212369876,0
mastercard,5245865660585480,0
amex,347334919666003,0
visa16,4560609246227377,1
amex,373235406717182,0
visa16,4818495061720336,0
visa16,4025769019839805,1
mastercard,5340979606498379,0
